"state","county","pop"
51,77,17599
51,79,20472
51,81,9435
51,83,39716
51,85,115304
51,87,338776
51,89,63736
51,91,2819
51,93,40504
51,95,71331
51,97,7198
51,99,25207
51,101,18854
51,103,13758
51,105,22288
51,107,327081
51,109,34988
51,111,11999
51,113,14771
51,115,10140
51,117,34460
51,119,11802
51,121,75508
51,125,16989
51,127,20059
51,131,14026
51,133,13943
51,135,15745
51,137,37244
51,139,27875
51,141,20182
51,143,71960
51,145,29652
51,147,17520
51,149,33419
51,153,420514
51,155,37752
51,157,8400
51,159,8537
51,161,106854
51,163,24473
51,165,88813
51,167,27826
51,169,24157
51,171,48294
51,173,37317
51,175,19065
51,177,135149
51,179,133561
51,181,7689
51,183,11342
51,185,45503
51,187,41948
51,191,57788
51,193,19148
51,195,40068
51,197,32642
51,199,72643
51,510,137636
51,515,6779
51,520,17017
51,530,6991
51,540,35634
51,550,240781
51,570,20035
51,580,7555
51,590,46501
51,595,6287
51,600,25318
51,610,11495
51,620,9510
51,630,18850
51,640,7988
51,650,144147
51,660,33148
51,670,24252
51,678,5408
51,680,66810
51,683,38594
51,685,13088
51,690,15432
51,700,188369
51,710,218467
51,720,4183
51,730,33679
51,735,14274
51,740,102797
51,750,10631
51,760,180690
51,770,101569
51,775,27407
51,790,25865
51,800,88885
51,810,482640
51,820,23883
51,830,8813
51,840,26401
53,1,19696
53,3,22275
53,5,178347
53,7,78593
53,9,77791
53,11,460118
53,13,4047
53,15,110326
53,17,37404
53,19,6409
53,21,74393
53,23,2223
53,25,90021
53,27,73035
53,29,85186
53,31,32064
53,33,2095597
53,35,270070
53,37,35602
53,39,20979
53,41,79530
53,43,11458
53,45,61404
53,47,42347
53,49,21901
53,51,13133
53,53,854473
53,55,16222
53,57,127441
53,59,10730
53,61,776203
53,63,506127
53,65,45402
53,67,269549
53,69,4203
53,71,58765
53,73,207450
53,75,34064
53,77,258329
54,1,16752
54,3,113948
54,5,25556
54,7,13679
54,9,27739
54,11,97558
54,13,7245
54,15,9570
54,17,5247
54,19,45922
54,21,6662
54,23,14071
54,25,37642
54,27,25597
54,29,37840
54,31,15685
54,33,79255
54,35,32253
54,37,57906
54,39,218899
54,41,19556
54,43,21836
54,45,37041
54,47,18231
54,49,62783
54,51,37265
54,53,27435
54,55,64306
54,57,32223
54,59,25684
54,61,82186
54,63,13747
54,65,19004
54,67,28150
54,69,51904
54,71,9016
54,73,8419
54,75,9508
54,77,34928
54,79,62515
54,81,81141
54,83,31642
54,85,12230
54,87,15732
54,89,11797
54,91,17520
54,93,8119
54,95,9789
54,97,24904
54,99,42224
54,101,9161
54,103,18654
54,105,5698
54,107,99199
54,109,22782
55,1,22240
55,3,19139
55,5,57627
55,7,18508
55,9,305341
55,11,17456
55,13,19432
55,15,59906
55,17,74532
55,19,41453
55,21,71209
55,23,19893
55,25,578264
55,27,107190
55,29,36217
55,31,50738
55,33,45486
55,35,109802
55,37,5712
55,39,127051
55,41,11069
55,43,58682
55,45,46539
55,47,24064
55,49,29339
55,51,7556
55,53,23317
55,55,98588
55,57,30263
55,59,192820
55,61,26161
55,63,128543
55,65,20953
55,67,25262
55,69,37391
55,71,106165
55,73,168105
55,75,51981
55,77,19079
55,78,4651
55,79,1072350
55,81,52838
55,83,47437
55,85,47618
55,87,219361
55,89,106941
55,91,9391
55,93,45788
55,95,54563
55,97,80690
55,99,18531
55,101,238780
55,103,20984
55,105,197958
55,107,17717
55,109,100026
55,111,77344
55,113,20719
55,115,50275
55,117,149136
55,119,24264
55,121,37405
55,123,34339
55,125,26687
55,127,117692
55,129,19913
55,131,166642
55,133,488259
55,135,63893
55,137,28439
55,139,194589
55,141,94178
56,1,30294
56,3,12082
56,5,47397
56,7,17003
56,9,15160
56,11,7506
56,13,42802
56,15,13094
56,17,5133
56,19,8731
56,21,101943
56,23,18889
56,25,82688
56,27,2642
56,29,32211
56,31,9802
56,33,32229
56,35,8631
56,37,48476
56,39,23152
56,41,23667
56,43,9522
56,45,7947
