"state_from","county_from","state_to","county_to","in","out","change"
1,1,1,3,66,0,66
1,1,1,21,201,231,-30
1,1,1,47,265,178,87
1,1,1,51,1077,974,103
1,1,1,69,36,53,-17
1,1,1,73,80,178,-98
1,1,1,81,63,57,6
1,1,1,85,48,0,48
1,1,1,89,29,0,29
1,1,1,97,60,89,-29
1,1,1,101,1620,1117,503
1,1,1,109,44,0,44
1,1,1,117,88,96,-8
1,1,1,125,56,35,21
1,1,1,127,0,28,-28
1,1,8,41,0,73,-73
1,1,12,33,0,33,-33
1,1,12,91,44,0,44
1,1,13,215,38,0,38
1,1,15,3,0,42,-42
1,1,17,163,47,0,47
1,1,45,79,0,47,-47
1,1,48,29,54,47,7
1,1,51,59,0,141,-141
1,1,51,153,0,56,-56
1,3,1,1,0,66,-66
1,3,1,15,67,82,-15
1,3,1,21,53,0,53
1,3,1,25,52,60,-8
1,3,1,31,37,49,-12
1,3,1,35,0,25,-25
1,3,1,39,0,30,-30
1,3,1,43,39,41,-2
1,3,1,47,51,36,15
1,3,1,51,81,46,35
1,3,1,53,220,258,-38
1,3,1,55,28,41,-13
1,3,1,69,66,60,6
1,3,1,73,362,358,4
1,3,1,77,48,36,12
1,3,1,81,140,131,9
1,3,1,89,109,110,-1
1,3,1,95,32,56,-24
1,3,1,97,2665,1846,819
1,3,1,99,74,79,-5
1,3,1,101,209,119,90
1,3,1,103,60,55,5
1,3,1,109,42,30,12
1,3,1,115,51,0,51
1,3,1,117,192,199,-7
1,3,1,121,34,0,34
1,3,1,123,0,33,-33
1,3,1,125,193,136,57
1,3,1,127,43,50,-7
1,3,1,129,53,71,-18
1,3,4,13,47,57,-10
1,3,6,37,42,35,7
1,3,6,73,51,0,51
1,3,12,5,62,76,-14
1,3,12,11,63,29,34
1,3,12,31,61,40,21
1,3,12,33,1016,653,363
1,3,12,57,63,52,11
1,3,12,71,35,0,35
1,3,12,81,39,0,39
1,3,12,86,44,0,44
1,3,12,91,70,82,-12
1,3,12,95,57,25,32
1,3,12,99,40,29,11
1,3,12,101,30,0,30
1,3,12,103,65,0,65
1,3,12,105,35,0,35
1,3,12,113,170,140,30
1,3,13,57,41,0,41
1,3,13,67,89,55,34
1,3,13,77,25,0,25
1,3,13,89,53,47,6
1,3,13,121,45,75,-30
1,3,13,135,54,44,10
1,3,13,139,28,0,28
1,3,13,151,39,0,39
1,3,15,3,38,0,38
1,3,17,31,40,23,17
1,3,22,33,53,50,3
1,3,22,51,61,55,6
1,3,22,71,32,40,-8
1,3,22,103,77,75,2
1,3,22,105,32,0,32
1,3,26,125,32,0,32
1,3,28,35,0,28,-28
1,3,28,47,86,80,6
1,3,28,49,24,0,24
1,3,28,59,94,65,29
1,3,28,87,30,0,30
1,3,28,121,38,0,38
1,3,32,3,48,0,48
1,3,37,119,0,30,-30
1,3,37,133,0,26,-26
1,3,40,143,36,0,36
1,3,47,37,66,59,7
1,3,47,93,36,0,36
1,3,47,125,33,0,33
1,3,47,149,0,36,-36
1,3,47,157,105,52,53
1,3,48,29,37,0,37
1,3,48,85,45,0,45
1,3,48,113,35,35,0
1,3,48,201,104,121,-17
1,3,48,439,52,36,16
1,3,53,33,0,32,-32
1,5,1,11,58,47,11
1,5,1,31,0,33,-33
1,5,1,45,111,190,-79
1,5,1,67,96,131,-35
1,5,1,69,118,148,-30
1,5,1,73,0,39,-39
1,5,1,81,42,77,-35
1,5,1,87,0,43,-43
1,5,1,101,72,123,-51
1,5,1,109,72,59,13
1,5,1,113,35,58,-23
1,5,12,57,40,0,40
1,5,13,215,35,62,-27
1,5,13,239,80,72,8
1,7,1,21,82,93,-11
1,7,1,73,373,390,-17
1,7,1,101,25,0,25
1,7,1,105,54,38,16
1,7,1,117,235,224,11
1,7,1,125,363,402,-39
1,9,1,15,27,0,27
1,9,1,43,290,353,-63
1,9,1,55,163,173,-10
1,9,1,73,2136,1196,940
1,9,1,89,50,75,-25
1,9,1,95,241,284,-43
1,9,1,101,34,0,34
1,9,1,103,0,36,-36
1,9,1,115,174,213,-39
1,9,1,117,83,102,-19
1,9,1,121,0,41,-41
1,9,1,125,28,52,-24
1,9,1,127,93,46,47
1,11,1,5,47,58,-11
1,11,1,87,54,76,-22
1,11,1,101,160,186,-26
1,11,1,109,55,49,6
1,13,1,35,64,35,29
1,13,1,39,50,90,-40
1,13,1,41,108,108,0
1,13,1,51,0,39,-39
1,13,1,85,119,86,33
1,13,1,101,144,220,-76
1,13,1,109,0,38,-38
1,15,1,3,82,67,15
1,15,1,9,0,27,-27
1,15,1,19,141,120,21
1,15,1,27,125,129,-4
1,15,1,29,299,296,3
1,15,1,43,0,31,-31
1,15,1,49,58,41,17
1,15,1,51,34,29,5
1,15,1,55,582,584,-2
1,15,1,73,313,387,-74
1,15,1,81,86,62,24
1,15,1,89,107,185,-78
1,15,1,95,70,58,12
1,15,1,97,0,51,-51
1,15,1,101,72,89,-17
1,15,1,103,0,29,-29
1,15,1,111,104,104,0
1,15,1,115,213,193,20
1,15,1,117,105,123,-18
1,15,1,121,1022,983,39
1,15,1,125,45,87,-42
1,15,1,127,29,0,29
1,15,4,13,28,0,28
1,15,12,5,28,33,-5
1,15,12,31,41,0,41
1,15,12,33,35,0,35
1,15,13,45,91,60,31
1,15,13,67,65,69,-4
1,15,13,89,37,45,-8
1,15,13,97,38,45,-7
1,15,13,115,30,0,30
1,15,13,121,46,53,-7
1,15,13,135,69,48,21
1,15,13,223,0,36,-36
1,15,13,233,29,33,-4
1,15,47,37,0,31,-31
1,15,47,65,0,31,-31
1,15,48,27,0,35,-35
1,15,48,201,0,24,-24
1,17,1,73,0,32,-32
1,17,1,81,813,928,-115
1,17,1,87,41,0,41
1,17,1,101,35,77,-42
1,17,1,111,64,110,-46
1,17,1,113,41,45,-4
1,17,1,123,61,85,-24
1,17,13,121,0,36,-36
1,17,13,145,41,36,5
1,17,13,215,45,56,-11
1,17,13,285,388,456,-68
1,19,1,15,120,141,-21
1,19,1,49,192,203,-11
1,19,1,55,192,184,8
1,19,1,73,0,23,-23
1,19,13,15,31,0,31
1,19,13,55,83,90,-7
1,19,13,67,26,0,26
1,19,13,115,113,172,-59
1,19,13,233,0,33,-33
1,21,1,1,231,201,30
1,21,1,3,0,53,-53
1,21,1,7,93,82,11
1,21,1,37,0,29,-29
1,21,1,47,66,40,26
1,21,1,51,117,72,45
1,21,1,73,276,310,-34
1,21,1,81,0,22,-22
1,21,1,97,0,31,-31
1,21,1,101,146,109,37
1,21,1,115,0,48,-48
1,21,1,117,656,686,-30
1,21,1,121,46,36,10
1,21,1,125,29,68,-39
1,23,1,25,42,0,42
1,23,1,97,36,42,-6
1,23,1,119,30,56,-26
1,23,1,125,0,50,-50
1,23,1,129,30,47,-17
1,23,28,75,50,60,-10
1,25,1,3,60,52,8
1,25,1,23,0,42,-42
1,25,1,73,0,37,-37
1,25,1,91,74,80,-6
1,25,1,97,171,218,-47
1,25,1,99,41,55,-14
1,25,1,101,45,79,-34
1,25,1,125,24,66,-42
1,25,1,129,161,137,24
1,25,1,131,106,111,-5
1,25,12,33,0,34,-34
1,27,1,15,129,125,4
1,27,1,29,35,0,35
1,27,1,37,28,0,28
1,27,1,73,68,39,29
1,27,1,111,56,107,-51
1,27,1,121,223,210,13
1,27,1,123,60,91,-31
1,29,1,15,296,299,-3
1,29,1,27,0,35,-35
1,29,1,111,70,59,11
1,29,1,121,37,38,-1
1,29,13,45,132,133,-1
1,29,13,143,112,71,41
1,31,1,3,49,37,12
1,31,1,5,33,0,33
1,31,1,39,218,239,-21
1,31,1,41,41,41,0
1,31,1,45,909,681,228
1,31,1,61,301,192,109
1,31,1,69,238,267,-29
1,31,1,73,39,65,-26
1,31,1,81,44,71,-27
1,31,1,89,28,105,-77
1,31,1,97,0,36,-36
1,31,1,101,82,49,33
1,31,1,109,253,233,20
1,31,2,90,58,92,-34
1,31,12,5,63,55,8
1,31,12,57,34,0,34
1,31,12,91,38,37,1
1,31,12,95,31,0,31
1,31,12,113,40,0,40
1,31,13,215,38,0,38
1,31,15,3,109,109,0
1,31,22,115,34,0,34
1,31,36,45,69,96,-27
1,31,36,71,116,0,116
1,31,37,51,83,82,1
1,31,47,125,186,104,82
1,31,48,27,89,156,-67
1,31,48,201,39,0,39
1,31,53,53,36,0,36
1,33,1,59,382,333,49
1,33,1,73,59,108,-49
1,33,1,77,1328,1297,31
1,33,1,79,163,110,53
1,33,1,83,44,52,-8
1,33,1,89,92,158,-66
1,33,1,93,66,56,10
1,33,1,101,39,0,39
1,33,1,103,95,109,-14
1,33,1,125,32,44,-12
1,33,28,141,64,51,13
1,33,47,37,33,0,33
1,33,47,99,27,0,27
1,33,47,157,40,0,40
1,35,1,3,25,0,25
1,35,1,13,35,64,-29
1,35,1,39,97,75,22
1,35,1,53,126,102,24
1,35,1,73,0,28,-28
1,35,1,97,37,71,-34
1,35,1,99,197,171,26
1,35,1,101,46,48,-2
1,35,12,33,0,49,-49
1,37,1,21,29,0,29
1,37,1,27,0,28,-28
1,37,1,51,71,66,5
1,37,1,73,37,0,37
1,37,1,101,36,33,3
1,37,1,121,274,320,-46
1,37,1,123,325,300,25
1,39,1,3,30,0,30
1,39,1,13,90,50,40
1,39,1,31,239,218,21
1,39,1,35,75,97,-22
1,39,1,41,93,79,14
1,39,1,45,31,60,-29
1,39,1,53,44,43,1
1,39,1,61,50,55,-5
1,39,1,69,45,51,-6
1,39,1,73,0,55,-55
1,39,1,81,0,30,-30
1,39,1,97,0,36,-36
1,39,1,101,63,58,5
1,39,1,109,0,46,-46
1,39,12,5,0,32,-32
1,39,12,33,52,51,1
1,39,12,91,171,167,4
1,39,12,113,29,50,-21
1,39,12,131,91,130,-39
1,41,1,13,108,108,0
1,41,1,31,41,41,0
1,41,1,39,79,93,-14
1,41,1,51,36,46,-10
1,41,1,101,192,187,5
1,41,1,109,154,151,3
1,43,1,3,41,39,2
1,43,1,9,353,290,63
1,43,1,15,31,0,31
1,43,1,55,34,40,-6
1,43,1,73,564,395,169
1,43,1,77,37,0,37
1,43,1,79,0,43,-43
1,43,1,81,29,0,29
1,43,1,83,52,70,-18
1,43,1,89,103,188,-85
1,43,1,95,278,231,47
1,43,1,101,50,0,50
1,43,1,103,568,537,31
1,43,1,115,69,49,20
1,43,1,117,90,57,33
1,43,1,125,49,36,13
1,43,1,127,140,118,22
1,43,1,133,141,136,5
1,45,1,5,190,111,79
1,45,1,31,681,909,-228
1,45,1,39,60,31,29
1,45,1,61,159,183,-24
1,45,1,67,104,96,8
1,45,1,69,950,1072,-122
1,45,1,73,57,47,10
1,45,1,81,32,27,5
1,45,1,89,0,52,-52
1,45,1,97,0,58,-58
1,45,1,101,68,72,-4
1,45,1,109,98,84,14
1,45,2,90,41,129,-88
1,45,8,41,53,44,9
1,45,12,5,48,44,4
1,45,12,11,31,0,31
1,45,12,31,32,0,32
1,45,12,33,37,0,37
1,45,12,63,0,34,-34
1,45,12,86,35,0,35
1,45,12,91,32,0,32
1,45,12,105,31,0,31
1,45,13,51,0,57,-57
1,45,13,215,0,37,-37
1,45,15,3,88,115,-27
1,45,20,61,35,0,35
1,45,21,47,61,0,61
1,45,22,115,36,0,36
1,45,28,47,0,34,-34
1,45,36,45,105,185,-80
1,45,36,71,35,0,35
1,45,37,51,111,105,6
1,45,47,125,222,322,-100
1,45,48,27,178,218,-40
1,45,48,29,43,45,-2
1,45,48,99,0,50,-50
1,45,48,141,42,64,-22
1,45,51,59,0,38,-38
1,45,53,53,57,52,5
1,47,1,1,178,265,-87
1,47,1,3,36,51,-15
1,47,1,21,40,66,-26
1,47,1,51,33,54,-21
1,47,1,73,139,110,29
1,47,1,85,75,59,16
1,47,1,89,0,35,-35
1,47,1,97,27,47,-20
1,47,1,101,275,444,-169
1,47,1,105,124,96,28
1,47,1,117,0,55,-55
1,47,1,125,25,113,-88
1,47,1,131,74,62,12
1,47,8,35,37,0,37
1,47,13,67,0,33,-33
1,49,1,15,41,58,-17
1,49,1,19,203,192,11
1,49,1,55,226,274,-48
1,49,1,71,519,566,-47
1,49,1,73,64,90,-26
1,49,1,81,0,32,-32
1,49,1,89,57,108,-51
1,49,1,95,591,727,-136
1,49,1,97,38,0,38
1,49,1,101,43,0,43
1,49,1,125,0,26,-26
1,49,12,99,36,0,36
1,49,13,55,48,0,48
1,49,13,83,93,50,43
1,49,13,115,0,43,-43
1,49,13,295,43,31,12
1,49,47,65,80,90,-10
1,51,1,1,974,1077,-103
1,51,1,3,46,81,-35
1,51,1,13,39,0,39
1,51,1,15,29,34,-5
1,51,1,21,72,117,-45
1,51,1,37,66,71,-5
1,51,1,41,46,36,10
1,51,1,47,54,33,21
1,51,1,53,35,0,35
1,51,1,55,0,38,-38
1,51,1,69,43,59,-16
1,51,1,73,140,268,-128
1,51,1,81,124,119,5
1,51,1,85,41,0,41
1,51,1,87,111,88,23
1,51,1,89,46,53,-7
1,51,1,97,62,79,-17
1,51,1,101,3100,2100,1000
1,51,1,109,61,0,61
1,51,1,115,40,0,40
1,51,1,117,69,172,-103
1,51,1,121,44,41,3
1,51,1,123,174,223,-49
1,51,1,125,0,96,-96
1,51,12,33,37,28,9
1,51,12,57,47,0,47
1,51,12,91,42,0,42
1,51,12,113,0,32,-32
1,51,13,135,49,0,49
1,51,13,215,0,33,-33
1,51,45,63,0,37,-37
1,51,45,79,0,83,-83
1,53,1,3,258,220,38
1,53,1,35,102,126,-24
1,53,1,39,43,44,-1
1,53,1,51,0,35,-35
1,53,1,73,0,31,-31
1,53,1,81,0,36,-36
1,53,1,97,71,100,-29
1,53,1,99,84,103,-19
1,53,1,101,58,45,13
1,53,1,125,0,32,-32
1,53,12,33,464,388,76
1,53,12,91,0,29,-29
1,53,12,113,126,127,-1
1,55,1,3,41,28,13
1,55,1,9,173,163,10
1,55,1,15,584,582,2
1,55,1,19,184,192,-8
1,55,1,43,40,34,6
1,55,1,49,274,226,48
1,55,1,51,38,0,38
1,55,1,71,0,32,-32
1,55,1,73,429,412,17
1,55,1,81,32,23,9
1,55,1,89,95,154,-59
1,55,1,95,849,885,-36
1,55,1,97,33,36,-3
1,55,1,101,56,47,9
1,55,1,103,31,0,31
1,55,1,115,339,294,45
1,55,1,117,65,119,-54
1,55,1,121,77,93,-16
1,55,1,125,57,50,7
1,55,13,89,40,31,9
1,55,13,115,53,0,53
1,55,13,121,0,28,-28
1,55,47,37,0,25,-25
1,57,1,73,28,40,-12
1,57,1,75,116,65,51
1,57,1,93,130,178,-48
1,57,1,107,35,0,35
1,57,1,125,221,268,-47
1,57,1,127,62,79,-17
1,59,1,33,333,382,-49
1,59,1,73,61,42,19
1,59,1,77,141,158,-17
1,59,1,79,48,74,-26
1,59,1,83,0,30,-30
1,59,1,89,0,31,-31
1,59,1,93,158,145,13
1,59,1,101,28,0,28
1,59,1,103,33,48,-15
1,59,1,133,122,60,62
1,59,28,57,96,69,27
1,59,28,141,84,98,-14
1,61,1,31,192,301,-109
1,61,1,39,55,50,5
1,61,1,45,183,159,24
1,61,1,69,499,494,5
1,61,12,5,46,0,46
1,61,12,59,171,67,104
1,61,12,63,34,0,34
1,61,12,131,71,38,33
1,63,1,65,0,41,-41
1,63,1,73,38,53,-15
1,63,1,91,64,76,-12
1,63,1,125,176,281,-105
1,65,1,63,41,0,41
1,65,1,91,87,91,-4
1,65,1,105,94,51,43
1,65,1,125,654,623,31
1,67,1,5,131,96,35
1,67,1,45,96,104,-8
1,67,1,69,537,528,9
1,67,1,109,0,29,-29
1,69,1,1,53,36,17
1,69,1,3,60,66,-6
1,69,1,5,148,118,30
1,69,1,31,267,238,29
1,69,1,39,51,45,6
1,69,1,45,1072,950,122
1,69,1,51,59,43,16
1,69,1,61,494,499,-5
1,69,1,67,528,537,-9
1,69,1,73,126,175,-49
1,69,1,81,70,73,-3
1,69,1,89,31,70,-39
1,69,1,97,90,76,14
1,69,1,101,164,145,19
1,69,1,109,105,96,9
1,69,1,117,34,56,-22
1,69,1,125,30,48,-18
1,69,12,5,219,205,14
1,69,12,11,71,0,71
1,69,12,31,66,45,21
1,69,12,33,45,68,-23
1,69,12,57,62,52,10
1,69,12,59,68,53,15
1,69,12,63,168,144,24
1,69,12,71,44,0,44
1,69,12,73,57,0,57
1,69,12,86,84,0,84
1,69,12,91,58,37,21
1,69,12,95,47,0,47
1,69,12,103,42,0,42
1,69,12,105,75,0,75
1,69,12,131,42,32,10
1,69,12,133,72,0,72
1,69,13,67,35,40,-5
1,69,13,99,74,57,17
1,69,13,121,47,30,17
1,69,13,135,33,33,0
1,69,13,215,36,34,2
1,69,13,253,33,35,-2
1,69,15,3,43,0,43
1,69,47,37,0,23,-23
1,71,1,49,566,519,47
1,71,1,55,32,0,32
1,71,1,73,42,49,-7
1,71,1,89,300,395,-95
1,71,1,95,212,153,59
1,71,1,103,38,36,2
1,71,13,83,102,120,-18
1,71,13,295,65,36,29
1,71,47,51,38,28,10
1,71,47,65,136,106,30
1,71,47,115,186,151,35
1,73,1,1,178,80,98
1,73,1,3,358,362,-4
1,73,1,5,39,0,39
1,73,1,7,390,373,17
1,73,1,9,1196,2136,-940
1,73,1,15,387,313,74
1,73,1,17,32,0,32
1,73,1,19,23,0,23
1,73,1,21,310,276,34
1,73,1,25,37,0,37
1,73,1,27,39,68,-29
1,73,1,31,65,39,26
1,73,1,33,108,59,49
1,73,1,35,28,0,28
1,73,1,37,0,37,-37
1,73,1,39,55,0,55
1,73,1,43,395,564,-169
1,73,1,45,47,57,-10
1,73,1,47,110,139,-29
1,73,1,49,90,64,26
1,73,1,51,268,140,128
1,73,1,53,31,0,31
1,73,1,55,412,429,-17
1,73,1,57,40,28,12
1,73,1,59,42,61,-19
1,73,1,63,53,38,15
1,73,1,69,175,126,49
1,73,1,71,49,42,7
1,73,1,77,119,106,13
1,73,1,79,0,28,-28
1,73,1,81,431,337,94
1,73,1,83,54,53,1
1,73,1,87,37,0,37
1,73,1,89,706,739,-33
1,73,1,91,106,53,53
1,73,1,93,80,49,31
1,73,1,95,155,153,2
1,73,1,97,637,527,110
1,73,1,99,40,0,40
1,73,1,101,1176,694,482
1,73,1,103,234,234,0
1,73,1,105,45,38,7
1,73,1,107,0,41,-41
1,73,1,109,107,44,63
1,73,1,113,46,0,46
1,73,1,115,1711,3325,-1614
1,73,1,117,5935,8111,-2176
1,73,1,119,49,55,-6
1,73,1,121,433,358,75
1,73,1,123,111,206,-95
1,73,1,125,1482,1498,-16
1,73,1,127,891,941,-50
1,73,1,131,84,30,54
1,73,1,133,64,64,0
1,73,4,13,120,114,6
1,73,4,19,37,0,37
1,73,5,119,39,85,-46
1,73,6,1,0,67,-67
1,73,6,37,166,167,-1
1,73,6,59,59,29,30
1,73,6,65,36,34,2
1,73,6,67,0,35,-35
1,73,6,71,58,46,12
1,73,6,73,150,92,58
1,73,6,75,25,32,-7
1,73,6,85,0,68,-68
1,73,8,5,0,32,-32
1,73,8,31,26,38,-12
1,73,8,41,36,48,-12
1,73,11,1,57,65,-8
1,73,12,1,74,51,23
1,73,12,5,145,119,26
1,73,12,9,0,38,-38
1,73,12,11,119,72,47
1,73,12,19,43,37,6
1,73,12,31,107,126,-19
1,73,12,33,207,149,58
1,73,12,57,98,143,-45
1,73,12,71,65,28,37
1,73,12,73,88,57,31
1,73,12,83,34,31,3
1,73,12,86,140,87,53
1,73,12,91,108,74,34
1,73,12,95,102,106,-4
1,73,12,97,28,0,28
1,73,12,99,100,65,35
1,73,12,103,79,82,-3
1,73,12,105,35,56,-21
1,73,12,113,69,86,-17
1,73,12,117,80,44,36
1,73,12,127,51,31,20
1,73,12,131,0,54,-54
1,73,13,21,33,0,33
1,73,13,45,51,52,-1
1,73,13,51,51,44,7
1,73,13,57,45,33,12
1,73,13,59,47,30,17
1,73,13,63,113,115,-2
1,73,13,67,282,357,-75
1,73,13,77,31,41,-10
1,73,13,89,233,354,-121
1,73,13,97,70,112,-42
1,73,13,113,45,42,3
1,73,13,115,33,0,33
1,73,13,117,31,0,31
1,73,13,121,483,571,-88
1,73,13,135,320,248,72
1,73,13,139,0,33,-33
1,73,13,151,48,64,-16
1,73,13,153,33,0,33
1,73,13,215,51,107,-56
1,73,13,223,38,0,38
1,73,13,245,56,58,-2
1,73,15,3,23,36,-13
1,73,17,19,26,0,26
1,73,17,31,209,188,21
1,73,17,43,37,0,37
1,73,17,197,27,0,27
1,73,18,97,62,43,19
1,73,20,91,0,35,-35
1,73,21,67,48,49,-1
1,73,21,111,64,50,14
1,73,22,33,57,60,-3
1,73,22,51,76,65,11
1,73,22,71,49,187,-138
1,73,22,73,40,0,40
1,73,22,103,33,35,-2
1,73,24,31,44,35,9
1,73,24,33,0,31,-31
1,73,25,17,37,60,-23
1,73,25,25,41,24,17
1,73,26,99,47,0,47
1,73,26,125,71,0,71
1,73,26,163,156,66,90
1,73,27,53,37,0,37
1,73,28,33,25,34,-9
1,73,28,35,0,30,-30
1,73,28,47,64,66,-2
1,73,28,49,107,81,26
1,73,28,59,49,44,5
1,73,28,71,41,0,41
1,73,28,75,68,61,7
1,73,28,81,47,0,47
1,73,28,87,68,0,68
1,73,28,89,79,40,39
1,73,28,105,46,0,46
1,73,28,121,74,35,39
1,73,29,189,89,71,18
1,73,29,510,31,0,31
1,73,32,3,68,67,1
1,73,34,23,0,28,-28
1,73,36,29,43,0,43
1,73,36,47,67,53,14
1,73,36,55,0,39,-39
1,73,36,61,88,92,-4
1,73,36,81,42,35,7
1,73,37,21,0,34,-34
1,73,37,51,50,56,-6
1,73,37,63,38,54,-16
1,73,37,67,0,42,-42
1,73,37,119,134,174,-40
1,73,37,133,47,30,17
1,73,37,135,33,0,33
1,73,37,183,55,68,-13
1,73,39,17,35,0,35
1,73,39,35,104,86,18
1,73,39,49,74,55,19
1,73,39,61,60,54,6
1,73,39,113,0,26,-26
1,73,40,143,43,24,19
1,73,42,3,78,45,33
1,73,42,101,49,57,-8
1,73,45,13,36,0,36
1,73,45,19,31,79,-48
1,73,45,45,63,70,-7
1,73,45,63,41,39,2
1,73,45,79,83,52,31
1,73,47,37,251,349,-98
1,73,47,65,108,116,-8
1,73,47,93,100,63,37
1,73,47,113,30,0,30
1,73,47,125,42,36,6
1,73,47,149,61,67,-6
1,73,47,157,231,173,58
1,73,47,165,46,0,46
1,73,47,187,72,82,-10
1,73,48,27,58,81,-23
1,73,48,29,39,64,-25
1,73,48,85,0,73,-73
1,73,48,113,124,151,-27
1,73,48,121,55,30,25
1,73,48,141,46,39,7
1,73,48,157,32,37,-5
1,73,48,201,174,204,-30
1,73,48,439,127,80,47
1,73,48,453,30,82,-52
1,73,48,491,0,36,-36
1,73,51,13,28,32,-4
1,73,51,59,59,56,3
1,73,51,87,31,0,31
1,73,51,153,0,41,-41
1,73,51,650,34,0,34
1,73,51,700,37,26,11
1,73,51,760,0,22,-22
1,73,51,810,46,32,14
1,73,53,33,54,43,11
1,73,53,53,0,57,-57
1,73,55,79,41,0,41
1,75,1,57,65,116,-51
1,75,1,93,129,145,-16
1,75,1,125,51,65,-14
1,75,28,87,135,108,27
1,75,28,95,63,84,-21
1,77,1,3,36,48,-12
1,77,1,33,1297,1328,-31
1,77,1,43,0,37,-37
1,77,1,59,158,141,17
1,77,1,73,106,119,-13
1,77,1,79,119,85,34
1,77,1,81,0,37,-37
1,77,1,83,213,245,-32
1,77,1,89,269,287,-18
1,77,1,93,58,0,58
1,77,1,101,45,49,-4
1,77,1,103,126,156,-30
1,77,1,117,23,63,-40
1,77,1,125,34,58,-24
1,77,1,127,30,0,30
1,77,1,133,32,0,32
1,77,12,11,28,0,28
1,77,28,141,38,0,38
1,77,47,37,65,86,-21
1,77,47,71,39,0,39
1,77,47,99,129,129,0
1,77,47,119,33,0,33
1,77,47,149,0,28,-28
1,77,47,157,43,0,43
1,77,47,181,84,73,11
1,79,1,33,110,163,-53
1,79,1,43,43,0,43
1,79,1,59,74,48,26
1,79,1,73,28,0,28
1,79,1,77,85,119,-34
1,79,1,83,64,83,-19
1,79,1,89,72,74,-2
1,79,1,103,870,889,-19
1,81,1,1,57,63,-6
1,81,1,3,131,140,-9
1,81,1,5,77,42,35
1,81,1,15,62,86,-24
1,81,1,17,928,813,115
1,81,1,21,22,0,22
1,81,1,31,71,44,27
1,81,1,39,30,0,30
1,81,1,43,0,29,-29
1,81,1,45,27,32,-5
1,81,1,49,32,0,32
1,81,1,51,119,124,-5
1,81,1,53,36,0,36
1,81,1,55,23,32,-9
1,81,1,69,73,70,3
1,81,1,73,337,431,-94
1,81,1,77,37,0,37
1,81,1,87,388,374,14
1,81,1,89,106,162,-56
1,81,1,95,58,39,19
1,81,1,97,111,138,-27
1,81,1,101,455,365,90
1,81,1,103,44,26,18
1,81,1,109,58,51,7
1,81,1,111,55,47,8
1,81,1,113,1605,1322,283
1,81,1,115,0,30,-30
1,81,1,117,175,158,17
1,81,1,121,61,31,30
1,81,1,123,301,267,34
1,81,1,125,72,48,24
1,81,4,13,0,41,-41
1,81,6,37,36,58,-22
1,81,6,73,25,0,25
1,81,12,5,28,33,-5
1,81,12,11,32,0,32
1,81,12,31,34,32,2
1,81,12,33,25,57,-32
1,81,12,57,40,0,40
1,81,12,73,0,29,-29
1,81,12,91,36,36,0
1,81,12,95,30,29,1
1,81,12,99,26,0,26
1,81,12,131,0,22,-22
1,81,13,51,0,32,-32
1,81,13,53,157,0,157
1,81,13,63,41,40,1
1,81,13,67,109,136,-27
1,81,13,73,0,31,-31
1,81,13,77,49,51,-2
1,81,13,89,48,109,-61
1,81,13,113,26,29,-3
1,81,13,121,87,187,-100
1,81,13,135,46,80,-34
1,81,13,145,92,95,-3
1,81,13,151,46,0,46
1,81,13,197,0,34,-34
1,81,13,215,1276,840,436
1,81,13,285,132,110,22
1,81,15,3,0,31,-31
1,81,17,31,0,33,-33
1,81,21,67,0,29,-29
1,81,26,163,41,0,41
1,81,32,3,0,42,-42
1,81,36,61,0,39,-39
1,81,37,51,0,45,-45
1,81,37,119,0,32,-32
1,81,37,133,30,0,30
1,81,37,183,0,28,-28
1,81,45,45,0,38,-38
1,81,45,79,0,44,-44
1,81,47,37,34,41,-7
1,81,47,125,44,0,44
1,81,48,27,0,48,-48
1,81,48,29,0,41,-41
1,81,48,113,0,34,-34
1,81,48,201,27,37,-10
1,83,1,33,52,44,8
1,83,1,43,70,52,18
1,83,1,59,30,0,30
1,83,1,73,53,54,-1
1,83,1,77,245,213,32
1,83,1,79,83,64,19
1,83,1,89,2636,1481,1155
1,83,1,95,57,30,27
1,83,1,103,575,548,27
1,83,1,117,53,42,11
1,83,12,9,36,0,36
1,83,47,37,40,55,-15
1,83,47,55,243,245,-2
1,83,47,65,35,0,35
1,83,47,103,73,77,-4
1,83,51,59,51,0,51
1,85,1,1,0,48,-48
1,85,1,13,86,119,-33
1,85,1,47,59,75,-16
1,85,1,51,0,41,-41
1,85,1,101,521,617,-96
1,87,1,5,43,0,43
1,87,1,11,76,54,22
1,87,1,17,0,41,-41
1,87,1,51,88,111,-23
1,87,1,73,0,37,-37
1,87,1,81,374,388,-14
1,87,1,101,274,341,-67
1,87,1,113,46,0,46
1,87,1,121,42,0,42
1,87,1,123,64,39,25
1,87,13,215,30,49,-19
1,89,1,1,0,29,-29
1,89,1,3,110,109,1
1,89,1,9,75,50,25
1,89,1,15,185,107,78
1,89,1,31,105,28,77
1,89,1,33,158,92,66
1,89,1,43,188,103,85
1,89,1,45,52,0,52
1,89,1,47,35,0,35
1,89,1,49,108,57,51
1,89,1,51,53,46,7
1,89,1,55,154,95,59
1,89,1,59,31,0,31
1,89,1,69,70,31,39
1,89,1,71,395,300,95
1,89,1,73,739,706,33
1,89,1,77,287,269,18
1,89,1,79,74,72,2
1,89,1,81,162,106,56
1,89,1,83,1481,2636,-1155
