"state_from","county_from","state_to","county_to","in","out","change"
5,119,37,183,0,49,-49
5,119,39,35,41,0,41
5,119,39,49,32,47,-15
5,119,39,61,42,34,8
5,119,40,31,0,26,-26
5,119,40,109,97,108,-11
5,119,40,143,443,169,274
5,119,41,51,0,24,-24
5,119,45,79,29,0,29
5,119,47,37,83,101,-18
5,119,47,65,0,52,-52
5,119,47,93,42,0,42
5,119,47,157,406,414,-8
5,119,48,27,76,54,22
5,119,48,29,124,197,-73
5,119,48,37,123,66,57
5,119,48,41,0,27,-27
5,119,48,85,123,209,-86
5,119,48,113,385,524,-139
5,119,48,121,92,172,-80
5,119,48,141,47,47,0
5,119,48,157,0,42,-42
5,119,48,201,225,361,-136
5,119,48,309,0,33,-33
5,119,48,355,112,0,112
5,119,48,423,0,51,-51
5,119,48,439,275,294,-19
5,119,48,441,0,79,-79
5,119,48,453,56,127,-71
5,119,48,465,36,0,36
5,119,48,485,53,0,53
5,119,48,491,0,33,-33
5,119,51,59,56,74,-18
5,119,51,710,23,0,23
5,119,53,33,43,59,-16
5,119,53,53,53,60,-7
5,119,53,63,37,0,37
5,119,55,79,80,0,80
5,121,5,21,58,51,7
5,121,5,31,76,130,-54
5,121,5,55,89,67,22
5,121,5,75,218,207,11
5,121,5,135,33,0,33
5,123,5,31,78,195,-117
5,123,5,35,198,300,-102
5,123,5,37,182,302,-120
5,123,5,45,0,31,-31
5,123,5,69,0,33,-33
5,123,5,77,118,99,19
5,123,5,95,44,40,4
5,123,5,119,56,91,-35
5,123,5,143,30,54,-24
5,123,5,145,0,40,-40
5,123,47,157,95,115,-20
5,125,4,13,40,0,40
5,125,5,1,37,0,37
5,125,5,7,46,70,-24
5,125,5,19,108,68,40
5,125,5,23,30,28,2
5,125,5,31,82,63,19
5,125,5,45,225,318,-93
5,125,5,51,434,323,111
5,125,5,53,297,331,-34
5,125,5,57,41,0,41
5,125,5,59,377,331,46
5,125,5,63,34,0,34
5,125,5,69,189,94,95
5,125,5,85,177,208,-31
5,125,5,91,0,43,-43
5,125,5,103,44,0,44
5,125,5,105,64,39,25
5,125,5,115,65,53,12
5,125,5,119,3993,2556,1437
5,125,5,131,43,0,43
5,125,5,139,38,0,38
5,125,5,143,128,78,50
5,125,5,145,94,106,-12
5,125,6,37,55,0,55
5,125,17,31,26,0,26
5,125,29,77,0,29,-29
5,125,40,143,53,0,53
5,125,47,157,42,40,2
5,125,48,37,30,0,30
5,125,48,85,0,38,-38
5,125,48,113,55,28,27
5,125,48,201,87,59,28
5,125,48,439,39,53,-14
5,127,5,33,0,43,-43
5,127,5,83,43,59,-16
5,127,5,113,0,46,-46
5,127,5,131,217,290,-73
5,127,40,79,51,45,6
5,129,5,5,39,0,39
5,129,5,9,56,108,-52
5,129,5,115,0,35,-35
5,129,5,141,40,45,-5
5,131,4,13,29,31,-2
5,131,5,7,206,315,-109
5,131,5,33,2078,2139,-61
5,131,5,45,80,183,-103
5,131,5,47,272,218,54
5,131,5,51,56,39,17
5,131,5,71,59,72,-13
5,131,5,83,318,198,120
5,131,5,85,0,53,-53
5,131,5,113,97,0,97
5,131,5,115,107,97,10
5,131,5,119,121,244,-123
5,131,5,125,0,43,-43
5,131,5,127,290,217,73
5,131,5,143,299,550,-251
5,131,5,145,0,41,-41
5,131,5,149,0,34,-34
5,131,6,37,111,83,28
5,131,6,71,0,28,-28
5,131,6,73,43,33,10
5,131,20,173,0,29,-29
5,131,22,71,0,50,-50
5,131,29,77,40,40,0
5,131,29,95,31,0,31
5,131,29,97,36,0,36
5,131,32,3,0,28,-28
5,131,40,21,0,36,-36
5,131,40,27,0,27,-27
5,131,40,31,0,49,-49
5,131,40,61,43,30,13
5,131,40,79,716,734,-18
5,131,40,101,34,43,-9
5,131,40,109,63,113,-50
5,131,40,121,29,0,29
5,131,40,135,627,560,67
5,131,40,143,137,212,-75
5,131,48,27,0,44,-44
5,131,48,85,0,62,-62
5,131,48,113,80,85,-5
5,131,48,121,25,44,-19
5,131,48,201,0,88,-88
5,131,48,439,74,77,-3
5,131,48,453,0,45,-45
5,133,5,45,0,29,-29
5,133,5,61,71,67,4
5,133,5,81,67,67,0
5,133,5,91,27,52,-25
5,133,5,113,60,80,-20
5,133,5,119,30,0,30
5,133,5,143,0,30,-30
5,133,40,89,82,55,27
5,133,48,37,0,46,-46
5,135,5,5,0,32,-32
5,135,5,31,80,69,11
5,135,5,49,143,140,3
5,135,5,63,231,298,-67
5,135,5,65,79,94,-15
5,135,5,75,59,42,17
5,135,5,93,30,0,30
5,135,5,121,0,33,-33
5,137,5,23,46,38,8
5,137,5,63,93,66,27
5,137,5,65,40,0,40
5,137,5,119,28,0,28
5,139,5,3,57,68,-11
5,139,5,11,59,0,59
5,139,5,13,40,32,8
5,139,5,27,134,83,51
5,139,5,45,0,58,-58
5,139,5,51,26,81,-55
5,139,5,69,0,35,-35
5,139,5,103,208,215,-7
5,139,5,119,118,202,-84
5,139,5,125,0,38,-38
5,139,5,143,31,44,-13
5,139,22,27,44,0,44
5,139,22,73,48,53,-5
5,139,22,111,103,125,-22
5,139,22,119,0,32,-32
5,139,48,37,0,35,-35
5,139,48,113,36,31,5
5,139,48,201,0,36,-36
5,139,48,439,0,50,-50
5,141,5,23,61,75,-14
5,141,5,29,47,63,-16
5,141,5,45,226,293,-67
5,141,5,115,0,36,-36
5,141,5,119,102,71,31
5,141,5,129,45,40,5
5,141,5,145,0,51,-51
5,143,4,13,119,69,50
5,143,4,19,36,0,36
5,143,5,5,85,69,16
5,143,5,7,3654,5506,-1852
5,143,5,9,157,118,39
5,143,5,15,204,120,84
5,143,5,23,43,0,43
5,143,5,29,35,0,35
5,143,5,31,82,62,20
5,143,5,33,237,247,-10
5,143,5,35,32,37,-5
5,143,5,45,151,166,-15
5,143,5,47,32,49,-17
5,143,5,51,102,86,16
5,143,5,57,43,0,43
5,143,5,63,38,0,38
5,143,5,67,29,27,2
5,143,5,69,67,44,23
5,143,5,71,65,30,35
5,143,5,77,30,0,30
5,143,5,83,30,58,-28
5,143,5,85,105,81,24
5,143,5,87,441,601,-160
5,143,5,89,0,34,-34
5,143,5,113,32,40,-8
5,143,5,115,141,101,40
5,143,5,119,549,622,-73
5,143,5,123,54,30,24
5,143,5,125,78,128,-50
5,143,5,131,550,299,251
5,143,5,133,30,0,30
5,143,5,139,44,31,13
5,143,5,145,98,38,60
5,143,5,149,28,0,28
5,143,6,37,260,95,165
5,143,6,59,101,0,101
5,143,6,71,46,0,46
5,143,6,73,58,65,-7
5,143,6,111,49,0,49
5,143,8,41,0,38,-38
5,143,12,11,32,0,32
5,143,12,57,39,26,13
5,143,12,95,0,32,-32
5,143,13,135,0,29,-29
5,143,15,3,31,50,-19
5,143,17,31,81,81,0
5,143,20,91,45,65,-20
5,143,20,173,48,71,-23
5,143,22,33,0,25,-25
5,143,22,51,0,29,-29
5,143,27,53,41,51,-10
5,143,29,9,42,59,-17
5,143,29,19,28,24,4
5,143,29,43,35,0,35
5,143,29,47,0,23,-23
5,143,29,77,93,104,-11
5,143,29,95,37,63,-26
5,143,29,97,67,100,-33
5,143,29,119,68,77,-9
5,143,29,145,51,46,5
5,143,29,189,38,0,38
5,143,29,209,0,37,-37
5,143,29,213,27,32,-5
5,143,32,3,74,33,41
5,143,35,1,0,32,-32
5,143,36,61,0,38,-38
5,143,37,183,0,40,-40
5,143,39,61,55,45,10
5,143,40,1,98,169,-71
5,143,40,21,47,0,47
5,143,40,27,0,47,-47
5,143,40,41,58,81,-23
5,143,40,47,0,37,-37
5,143,40,79,49,0,49
5,143,40,97,0,37,-37
5,143,40,101,0,30,-30
5,143,40,109,64,105,-41
5,143,40,119,25,0,25
5,143,40,135,40,0,40
5,143,40,143,207,238,-31
5,143,40,145,0,44,-44
5,143,40,147,0,29,-29
5,143,47,37,30,51,-21
5,143,47,93,0,30,-30
5,143,47,157,83,49,34
5,143,48,29,56,52,4
5,143,48,37,46,45,1
5,143,48,85,53,93,-40
5,143,48,113,137,189,-52
5,143,48,121,51,42,9
5,143,48,201,78,163,-85
5,143,48,215,0,41,-41
5,143,48,439,69,100,-31
5,143,48,453,47,74,-27
5,143,53,33,0,39,-39
5,145,5,1,40,0,40
5,145,5,7,41,59,-18
5,145,5,23,247,258,-11
5,145,5,31,62,93,-31
5,145,5,35,40,0,40
5,145,5,37,41,0,41
5,145,5,45,252,351,-99
5,145,5,51,50,73,-23
5,145,5,63,232,185,47
5,145,5,67,157,83,74
5,145,5,69,71,0,71
5,145,5,85,662,619,43
5,145,5,93,37,33,4
5,145,5,95,62,0,62
5,145,5,115,48,42,6
5,145,5,117,68,49,19
5,145,5,119,589,574,15
5,145,5,123,40,0,40
5,145,5,125,106,94,12
5,145,5,131,41,0,41
5,145,5,141,51,0,51
5,145,5,143,38,98,-60
5,145,5,147,160,98,62
5,145,47,37,0,37,-37
5,145,47,157,41,41,0
5,145,48,113,0,31,-31
5,147,5,31,0,35,-35
5,147,5,67,34,58,-24
5,147,5,119,27,50,-23
5,147,5,145,98,160,-62
5,149,5,29,40,0,40
5,149,5,45,36,43,-7
5,149,5,83,80,116,-36
5,149,5,105,88,40,48
5,149,5,115,602,781,-179
5,149,5,131,34,0,34
5,149,5,143,0,28,-28
5,149,40,143,82,46,36
6,1,1,73,67,0,67
6,1,1,89,0,39,-39
6,1,2,20,39,65,-26
6,1,2,90,25,0,25
6,1,2,150,0,47,-47
6,1,4,3,0,31,-31
6,1,4,5,27,0,27
6,1,4,13,772,1088,-316
6,1,4,19,137,175,-38
6,1,4,21,22,74,-52
6,1,4,25,29,53,-24
6,1,4,27,0,42,-42
6,1,5,119,38,29,9
6,1,6,5,29,102,-73
6,1,6,7,301,369,-68
6,1,6,9,93,211,-118
6,1,6,13,13471,18755,-5284
6,1,6,17,202,341,-139
6,1,6,19,629,618,11
6,1,6,23,145,193,-48
6,1,6,25,37,49,-12
6,1,6,29,299,166,133
6,1,6,31,95,82,13
6,1,6,33,118,127,-9
6,1,6,37,4141,3563,578
6,1,6,39,125,151,-26
6,1,6,41,907,1027,-120
6,1,6,43,29,48,-19
6,1,6,45,113,91,22
6,1,6,47,350,377,-27
6,1,6,53,385,395,-10
6,1,6,55,284,278,6
6,1,6,57,98,177,-79
6,1,6,59,1365,1288,77
6,1,6,61,390,685,-295
6,1,6,63,0,30,-30
6,1,6,65,582,573,9
6,1,6,67,2921,3189,-268
6,1,6,69,56,52,4
6,1,6,71,585,443,142
6,1,6,73,1852,1705,147
6,1,6,75,10526,7215,3311
6,1,6,77,6058,6525,-467
6,1,6,79,295,260,35
6,1,6,81,6594,5109,1485
6,1,6,83,357,251,106
6,1,6,85,11839,10157,1682
6,1,6,87,605,444,161
6,1,6,89,126,197,-71
6,1,6,93,0,59,-59
6,1,6,95,2033,2247,-214
6,1,6,97,935,888,47
6,1,6,99,2087,2170,-83
6,1,6,101,77,101,-24
6,1,6,103,26,89,-63
6,1,6,107,140,181,-41
6,1,6,109,101,188,-87
6,1,6,111,351,271,80
6,1,6,113,555,553,2
6,1,6,115,60,89,-29
6,1,8,1,35,79,-44
6,1,8,5,86,114,-28
6,1,8,13,144,186,-42
6,1,8,31,160,121,39
6,1,8,35,54,76,-22
6,1,8,41,130,145,-15
6,1,8,59,52,48,4
6,1,8,69,51,73,-22
6,1,8,77,0,26,-26
6,1,9,1,96,92,4
6,1,9,3,77,60,17
6,1,9,9,124,72,52
6,1,9,11,30,0,30
6,1,10,3,59,28,31
6,1,11,1,278,231,47
6,1,12,1,57,0,57
6,1,12,9,43,38,5
6,1,12,11,126,102,24
6,1,12,31,86,34,52
6,1,12,33,0,29,-29
6,1,12,57,74,91,-17
6,1,12,71,30,0,30
6,1,12,73,34,0,34
6,1,12,86,160,104,56
6,1,12,95,83,67,16
6,1,12,99,97,95,2
6,1,12,101,23,0,23
6,1,12,103,60,67,-7
6,1,12,115,29,0,29
6,1,12,117,41,32,9
6,1,12,127,0,39,-39
6,1,13,51,27,0,27
6,1,13,59,20,0,20
6,1,13,67,89,92,-3
6,1,13,89,123,131,-8
6,1,13,121,191,225,-34
6,1,13,135,86,128,-42
6,1,13,151,0,32,-32
6,1,15,1,85,83,2
6,1,15,3,449,420,29
6,1,15,7,0,36,-36
6,1,15,9,55,63,-8
6,1,16,1,105,126,-21
6,1,16,27,0,32,-32
6,1,16,55,0,34,-34
6,1,16,57,30,0,30
6,1,17,19,91,51,40
6,1,17,31,803,565,238
6,1,17,43,160,82,78
6,1,17,89,31,0,31
6,1,17,97,50,54,-4
6,1,17,197,51,0,51
6,1,18,57,0,32,-32
6,1,18,97,91,53,38
6,1,18,105,65,23,42
6,1,18,141,21,0,21
6,1,18,157,25,25,0
6,1,19,103,40,0,40
6,1,19,153,33,0,33
6,1,19,163,0,51,-51
6,1,19,169,36,0,36
6,1,20,91,79,64,15
6,1,20,173,38,0,38
6,1,21,67,31,24,7
6,1,21,111,55,0,55
6,1,22,33,39,36,3
6,1,22,51,36,50,-14
6,1,22,71,57,86,-29
6,1,22,103,42,0,42
6,1,23,5,39,50,-11
6,1,24,3,53,29,24
6,1,24,5,65,38,27
6,1,24,27,27,53,-26
6,1,24,31,209,179,30
6,1,24,33,132,58,74
6,1,24,510,70,60,10
6,1,25,3,22,0,22
6,1,25,9,61,58,3
6,1,25,15,53,40,13
6,1,25,17,572,392,180
6,1,25,21,120,116,4
6,1,25,23,27,0,27
6,1,25,25,220,123,97
6,1,25,27,96,39,57
6,1,26,65,48,33,15
6,1,26,77,30,0,30
6,1,26,81,33,0,33
6,1,26,99,51,0,51
6,1,26,125,202,94,108
6,1,26,161,158,89,69
6,1,26,163,147,69,78
6,1,27,37,29,42,-13
6,1,27,53,271,127,144
6,1,27,123,70,50,20
6,1,29,95,51,56,-5
6,1,29,189,118,94,24
6,1,29,510,25,32,-7
6,1,30,63,34,29,5
6,1,31,55,54,60,-6
6,1,31,109,37,0,37
6,1,32,3,822,1057,-235
6,1,32,5,36,68,-32
6,1,32,19,0,72,-72
6,1,32,31,398,527,-129
6,1,32,510,43,39,4
6,1,33,11,65,0,65
6,1,33,15,27,0,27
6,1,34,3,73,79,-6
6,1,34,5,32,0,32
6,1,34,7,45,0,45
6,1,34,13,65,39,26
6,1,34,17,115,127,-12
6,1,34,21,68,55,13
6,1,34,23,181,119,62
6,1,34,25,36,0,36
6,1,34,27,87,0,87
6,1,34,31,25,0,25
6,1,34,35,44,49,-5
6,1,35,1,102,141,-39
6,1,35,28,26,0,26
6,1,35,43,32,0,32
6,1,35,49,59,38,21
6,1,36,1,26,26,0
6,1,36,5,51,42,9
6,1,36,29,46,36,10
6,1,36,47,388,355,33
6,1,36,55,80,40,40
6,1,36,59,61,32,29
6,1,36,61,542,522,20
6,1,36,67,53,28,25
6,1,36,81,203,182,21
6,1,36,83,27,0,27
6,1,36,85,0,35,-35
6,1,36,91,36,0,36
6,1,36,103,107,57,50
6,1,36,109,44,39,5
6,1,36,119,109,77,32
6,1,37,21,22,29,-7
6,1,37,51,21,33,-12
6,1,37,63,59,71,-12
6,1,37,67,30,0,30
6,1,37,81,41,33,8
6,1,37,119,104,107,-3
6,1,37,133,29,23,6
6,1,37,135,55,29,26
6,1,37,183,134,223,-89
6,1,39,35,83,74,9
6,1,39,49,162,84,78
6,1,39,61,84,56,28
6,1,39,113,53,0,53
6,1,39,153,38,0,38
6,1,40,109,48,37,11
6,1,40,143,27,45,-18
6,1,41,3,35,56,-21
6,1,41,5,55,133,-78
6,1,41,17,30,84,-54
6,1,41,19,0,48,-48
6,1,41,29,62,127,-65
6,1,41,33,0,58,-58
6,1,41,35,0,34,-34
6,1,41,39,121,162,-41
6,1,41,47,37,73,-36
6,1,41,51,298,460,-162
6,1,41,67,182,223,-41
6,1,42,3,159,59,100
6,1,42,17,72,0,72
6,1,42,27,20,0,20
6,1,42,29,45,66,-21
6,1,42,45,29,31,-2
6,1,42,91,105,45,60
6,1,42,101,158,117,41
6,1,44,7,63,0,63
6,1,45,19,24,0,24
6,1,45,45,27,0,27
6,1,45,79,53,0,53
6,1,47,37,61,65,-4
6,1,47,93,34,0,34
6,1,47,157,91,74,17
6,1,48,27,40,49,-9
6,1,48,29,156,205,-49
6,1,48,39,0,38,-38
6,1,48,41,29,0,29
6,1,48,85,199,263,-64
6,1,48,113,254,274,-20
6,1,48,121,71,149,-78
6,1,48,141,97,62,35
6,1,48,157,39,160,-121
6,1,48,167,33,0,33
6,1,48,201,341,495,-154
6,1,48,215,28,0,28
6,1,48,339,0,35,-35
6,1,48,439,164,174,-10
6,1,48,453,197,290,-93
6,1,48,491,34,146,-112
6,1,49,5,0,31,-31
6,1,49,11,37,47,-10
6,1,49,35,196,209,-13
6,1,49,49,148,169,-21
6,1,49,57,0,31,-31
6,1,50,7,35,0,35
6,1,51,13,75,72,3
6,1,51,59,211,175,36
6,1,51,87,55,0,55
6,1,51,107,49,53,-4
6,1,51,121,28,0,28
6,1,51,153,0,46,-46
6,1,51,510,61,33,28
6,1,51,540,0,25,-25
6,1,51,710,0,29,-29
6,1,51,760,0,25,-25
6,1,51,810,49,36,13
6,1,53,5,0,34,-34
6,1,53,11,50,193,-143
6,1,53,29,0,29,-29
6,1,53,33,839,966,-127
6,1,53,35,64,58,6
6,1,53,53,144,218,-74
6,1,53,61,119,170,-51
6,1,53,63,72,71,1
6,1,53,67,46,60,-14
6,1,53,73,38,41,-3
6,1,55,25,113,90,23
6,1,55,79,77,88,-11
6,1,55,133,28,0,28
6,3,6,17,0,29,-29
6,3,32,5,0,72,-72
6,5,6,1,102,29,73
6,5,6,9,238,200,38
6,5,6,13,120,38,82
6,5,6,17,125,119,6
6,5,6,23,26,0,26
6,5,6,37,42,0,42
6,5,6,61,67,73,-6
6,5,6,65,33,0,33
6,5,6,67,498,412,86
6,5,6,73,34,29,5
6,5,6,75,0,22,-22
6,5,6,77,207,183,24
6,5,6,81,45,0,45
6,5,6,85,100,46,54
6,5,6,87,26,0,26
6,5,6,95,37,39,-2
6,5,6,97,23,0,23
6,5,6,99,69,47,22
6,5,6,113,29,0,29
6,7,2,20,32,0,32
6,7,4,13,133,103,30
6,7,6,1,369,301,68
6,7,6,11,52,55,-3
6,7,6,13,345,261,84
6,7,6,15,38,39,-1
6,7,6,17,113,88,25
6,7,6,19,95,59,36
6,7,6,21,462,512,-50
6,7,6,23,165,119,46
6,7,6,29,82,92,-10
6,7,6,33,76,66,10
6,7,6,35,120,98,22
6,7,6,37,369,269,100
6,7,6,41,49,46,3
6,7,6,45,94,101,-7
6,7,6,47,42,30,12
6,7,6,53,95,80,15
6,7,6,55,88,73,15
6,7,6,57,150,119,31
6,7,6,59,191,130,61
6,7,6,61,288,429,-141
6,7,6,63,215,128,87
6,7,6,65,157,72,85
6,7,6,67,895,1123,-228
6,7,6,71,137,89,48
6,7,6,73,227,270,-43
6,7,6,75,81,138,-57
6,7,6,77,168,153,15
6,7,6,79,80,109,-29
6,7,6,81,140,72,68
6,7,6,83,71,52,19
6,7,6,85,395,320,75
6,7,6,87,104,94,10
6,7,6,89,432,398,34
6,7,6,93,72,73,-1
6,7,6,95,163,102,61
6,7,6,97,226,206,20
6,7,6,99,92,100,-8
6,7,6,101,511,552,-41
6,7,6,103,454,451,3
6,7,6,105,25,0,25
6,7,6,107,57,81,-24
6,7,6,109,30,0,30
6,7,6,111,89,65,24
6,7,6,113,159,163,-4
6,7,6,115,345,346,-1
6,7,8,41,31,0,31
6,7,15,3,0,39,-39
6,7,15,9,0,43,-43
6,7,16,1,0,30,-30
6,7,32,3,92,88,4
6,7,32,31,165,139,26
6,7,41,17,0,28,-28
6,7,41,29,41,26,15
6,7,41,33,0,31,-31
6,7,41,35,22,33,-11
6,7,41,39,26,58,-32
6,7,41,47,0,34,-34
6,7,41,51,43,73,-30
6,7,41,67,0,79,-79
6,7,48,439,0,31,-31
6,7,49,35,59,57,2
6,7,49,49,0,50,-50
6,7,53,33,37,81,-44
6,7,53,53,48,37,11
6,7,53,61,30,20,10
6,9,6,1,211,93,118
6,9,6,5,200,238,-38
6,9,6,13,198,107,91
6,9,6,17,0,52,-52
6,9,6,23,0,29,-29
6,9,6,37,45,29,16
6,9,6,53,26,0,26
6,9,6,59,30,0,30
6,9,6,61,53,43,10
6,9,6,67,189,174,15
6,9,6,73,60,36,24
6,9,6,75,0,22,-22
6,9,6,77,740,562,178
6,9,6,79,0,21,-21
6,9,6,81,59,0,59
6,9,6,85,166,68,98
6,9,6,87,47,39,8
6,9,6,89,0,33,-33
6,9,6,95,42,0,42
6,9,6,97,0,25,-25
6,9,6,99,224,210,14
6,9,6,109,212,204,8
6,9,6,113,26,0,26
6,9,32,31,25,30,-5
6,11,6,7,55,52,3
6,11,6,21,88,85,3
6,11,6,67,123,151,-28
6,11,6,77,0,33,-33
6,11,6,95,78,110,-32
6,11,6,101,124,145,-21
6,11,6,113,218,278,-60
6,13,2,20,40,43,-3
6,13,4,13,603,677,-74
6,13,4,19,148,123,25
6,13,4,21,45,87,-42
6,13,4,25,56,54,2
6,13,6,1,18755,13471,5284
6,13,6,5,38,120,-82
6,13,6,7,261,345,-84
6,13,6,9,107,198,-91
6,13,6,17,224,344,-120
6,13,6,19,431,283,148
6,13,6,23,73,158,-85
6,13,6,29,255,173,82
6,13,6,31,56,50,6
6,13,6,33,68,132,-64
6,13,6,37,2136,1898,238
6,13,6,39,85,101,-16
6,13,6,41,1076,960,116
6,13,6,43,0,34,-34
6,13,6,45,117,131,-14
6,13,6,47,156,154,2
6,13,6,53,194,247,-53
6,13,6,55,368,451,-83
6,13,6,57,114,177,-63
6,13,6,59,816,785,31
6,13,6,61,426,719,-293
6,13,6,63,35,33,2
6,13,6,65,483,471,12
6,13,6,67,2165,2127,38
6,13,6,71,396,273,123
6,13,6,73,1048,1237,-189
6,13,6,75,5178,4029,1149
6,13,6,77,1875,1764,111
6,13,6,79,216,235,-19
6,13,6,81,3125,2449,676
6,13,6,83,170,197,-27
6,13,6,85,3131,2165,966
6,13,6,87,191,246,-55
6,13,6,89,157,254,-97
6,13,6,93,0,31,-31
6,13,6,95,4548,4124,424
6,13,6,97,649,748,-99
6,13,6,99,678,604,74
6,13,6,101,66,69,-3
6,13,6,103,46,65,-19
6,13,6,105,0,25,-25
6,13,6,107,134,83,51
6,13,6,109,51,96,-45
6,13,6,111,245,123,122
6,13,6,113,344,413,-69
6,13,6,115,60,93,-33
6,13,8,1,0,40,-40
6,13,8,5,37,78,-41
6,13,8,13,49,121,-72
6,13,8,31,83,115,-32
6,13,8,35,62,80,-18
6,13,8,41,78,92,-14
6,13,8,59,44,52,-8
6,13,8,69,33,41,-8
6,13,8,123,0,40,-40
6,13,9,1,80,86,-6
6,13,9,3,48,0,48
6,13,9,9,50,32,18
6,13,9,11,28,0,28
6,13,10,3,42,0,42
6,13,11,1,80,99,-19
6,13,12,11,128,72,56
6,13,12,31,51,49,2
6,13,12,57,65,54,11
6,13,12,86,113,78,35
6,13,12,95,69,54,15
6,13,12,99,66,45,21
6,13,12,101,0,29,-29
6,13,12,103,0,28,-28
6,13,12,105,0,32,-32
6,13,13,67,55,67,-12
6,13,13,89,76,42,34
6,13,13,121,81,126,-45
6,13,13,135,40,47,-7
6,13,15,1,39,53,-14
6,13,15,3,234,205,29
6,13,15,9,50,40,10
6,13,16,1,66,81,-15
6,13,16,27,0,75,-75
6,13,16,55,0,29,-29
6,13,17,31,347,245,102
6,13,17,43,82,79,3
6,13,17,97,83,65,18
6,13,17,161,29,0,29
6,13,17,197,44,0,44
6,13,18,97,42,0,42
6,13,19,153,22,0,22
6,13,19,163,0,69,-69
6,13,20,91,33,43,-10
6,13,21,111,46,27,19
6,13,22,33,30,25,5
6,13,22,71,39,39,0
6,13,24,3,50,22,28
6,13,24,5,34,0,34
6,13,24,31,92,99,-7
6,13,24,33,41,28,13
6,13,25,9,0,33,-33
6,13,25,17,166,133,33
6,13,25,21,61,69,-8
6,13,25,25,46,57,-11
6,13,25,27,48,0,48
6,13,26,65,31,0,31
6,13,26,81,39,0,39
6,13,26,99,38,0,38
6,13,26,125,89,0,89
6,13,26,161,67,29,38
6,13,26,163,63,35,28
6,13,27,37,31,0,31
6,13,27,53,85,83,2
6,13,27,123,55,0,55
6,13,29,95,35,28,7
6,13,29,189,90,51,39
6,13,31,55,29,56,-27
6,13,32,3,531,598,-67
6,13,32,5,25,70,-45
6,13,32,19,0,77,-77
6,13,32,31,262,448,-186
6,13,32,510,26,33,-7
6,13,34,3,72,48,24
6,13,34,17,0,35,-35
6,13,34,23,61,60,1
6,13,34,25,43,0,43
6,13,34,27,30,53,-23
6,13,35,1,59,73,-14
6,13,35,49,0,44,-44
6,13,36,29,26,0,26
6,13,36,47,93,97,-4
6,13,36,59,0,25,-25
6,13,36,61,183,237,-54
6,13,36,81,61,56,5
6,13,36,103,58,0,58
6,13,36,119,54,60,-6
6,13,37,63,0,36,-36
6,13,37,119,70,111,-41
6,13,37,135,0,32,-32
6,13,37,183,50,123,-73
6,13,39,35,39,40,-1
6,13,39,49,44,58,-14
6,13,39,61,31,39,-8
6,13,40,109,38,0,38
6,13,40,143,35,50,-15
6,13,41,3,0,27,-27
6,13,41,5,65,119,-54
6,13,41,17,39,117,-78
6,13,41,19,0,30,-30
6,13,41,29,66,124,-58
6,13,41,33,0,53,-53
6,13,41,35,0,47,-47
6,13,41,39,44,92,-48
6,13,41,43,0,31,-31
6,13,41,47,44,52,-8
6,13,41,51,125,193,-68
6,13,41,67,127,166,-39
6,13,42,3,51,50,1
6,13,42,29,49,0,49
6,13,42,91,60,0,60
6,13,42,101,89,36,53
6,13,45,15,0,24,-24
6,13,47,37,32,25,7
6,13,47,93,26,0,26
6,13,47,157,38,53,-15
6,13,47,187,0,48,-48
6,13,48,27,27,59,-32
6,13,48,29,64,137,-73
6,13,48,39,41,0,41
6,13,48,85,37,139,-102
6,13,48,113,134,158,-24
6,13,48,121,70,74,-4
6,13,48,141,60,31,29
6,13,48,157,189,127,62
6,13,48,201,704,428,276
6,13,48,339,77,141,-64
6,13,48,439,115,177,-62
6,13,48,453,59,179,-120
6,13,48,491,0,72,-72
6,13,49,11,37,49,-12
6,13,49,35,187,169,18
6,13,49,49,127,135,-8
6,13,51,13,32,38,-6
6,13,51,59,130,75,55
6,13,51,107,34,0,34
6,13,51,510,27,0,27
6,13,51,810,34,0,34
6,13,53,11,41,118,-77
6,13,53,33,468,641,-173
6,13,53,35,36,93,-57
6,13,53,53,73,130,-57
6,13,53,61,89,128,-39
6,13,53,63,24,135,-111
6,13,53,67,0,42,-42
6,13,53,73,0,55,-55
6,13,53,77,30,0,30
6,13,55,25,29,0,29
6,13,55,79,71,0,71
6,15,6,7,39,38,1
6,15,6,23,96,134,-38
6,15,6,29,39,0,39
6,15,6,35,37,0,37
6,15,6,37,46,48,-2
6,15,6,65,30,0,30
6,15,6,67,91,75,16
6,15,6,71,46,0,46
6,15,6,73,41,27,14
6,15,6,89,0,44,-44
6,15,6,97,22,44,-22
6,15,41,15,150,132,18
6,15,41,29,66,79,-13
6,15,41,33,43,47,-4
6,15,41,39,0,36,-36
6,15,41,67,32,0,32
6,17,2,20,0,22,-22
6,17,4,13,129,148,-19
6,17,4,19,42,24,18
6,17,4,25,0,29,-29
6,17,6,1,341,202,139
6,17,6,3,29,0,29
6,17,6,5,119,125,-6
6,17,6,7,88,113,-25
6,17,6,9,52,0,52
6,17,6,13,344,224,120
6,17,6,19,92,53,39
6,17,6,23,83,72,11
6,17,6,29,54,24,30
6,17,6,33,0,32,-32
6,17,6,37,498,258,240
6,17,6,39,0,26,-26
6,17,6,41,77,46,31
6,17,6,45,48,37,11
6,17,6,51,27,32,-5
6,17,6,53,64,58,6
6,17,6,55,54,0,54
6,17,6,57,84,162,-78
